name,comment,star,source,label
Quang Tuyến,đẹp thế này mà ai cũng chê không biết thế_nào nữa màn_hình đẹp camera đẹp màn_hình sắc nét,5,tgdd,2
Hải Chí,qúa thất_vọng về máy này sau tháng máy rất nóng khi su_dụng zalo mesenger giật lag máy bị yếu đi rất nhìu dù ít chơi game,1,tgdd,0
Khánh Lê,mới mua hôm qúa có ai test được camera trước được 25mp ko mình test chỉ được 16mp thôi nha này là do bên nào cũng cấp sai thông_tin đây ta,4,tgdd,1
Đỗ Trọng Đông,sản_phẩm qúa ngon trong tầm giá mọi thứ đều ok mỗi vân tay trong màn_hình không nhạy như opo reno và k3 samsung tầm trung_vậy a50 là qúa ngon rồi,5,tgdd,2
Trong Tinh,sao con a50 dùng đươc tháng thì nó báo sạc chậm liên tụt vậy chụp ảnh thì zom lên chữ bị nhèo không thấy rõ,3,tgdd,1
Nguyễn Đặng Duy,sản_phẩm rớt_giá 500 00 vnđ so với lúc mới ra_mắt thật là buồn haiz camera lấy nét chụp hơi bị lâu,3,tgdd,1
Trung,đổi máy lần thì sạc pin máy nóng 4g wifi lúc có lúc không pin không xài cũng bị tụt,1,tgdd,0
BáC CháU,các bác đừng mua điện_thoại_sa mà ung galaxy a50 lỗi nhiều lắm tôi gửi cho thế_giới sửa liên tụt,1,tgdd,0
Phú Pham,mình xài được tuần tháy pin trâu chơi game ngon tội cái cảm_ứng không được nhạy lắm còn lại ok hết nên mua pi cái cảm_ứng nên cho sao,4,tgdd,1
Nguyễn Văn Huy,dùng em này từ 12 nói_chung mượt ức_chế mỗi lỗi kết_nối kém mạng kém máy dùng sim vẫn hoạt_động bình_thường nhưng người khác gọi lại báo thuê_bao không liên_lạc được mình chạy grab ức_chế anh này lắm tự_dưng mất luôn sóng mạng với 4g thành_hình_tròn luôn có lúc mất mạng có lúc mất mạng cứ mạng nào bật 4g là sập rất ức_chế nếu ae nào mua dùng để dùng vào công_việc phải sử_dụng đến 4g thì nên cân_nhắc em a50 này,3,tgdd,1
Hoàng Nhân,máy má chê cũng vừa thôi con xài thấy tuyệt_vời chứ có gì đâu muốn không tụt pin thì tắt_al qúa ys on di_sản_phẩm lay vân tay không nhạy là do thiếu kinh_nghiệm đặt không đúng chỗ cam chụp góc rộng góc thường gì cũng trên cả tuyệt_vời mà cứ chê camera cùi mua con 10 tới 14 thấy qúa ngon mua thêm con hiện_tại qúa tốt đó thôi,5,tgdd,2
Nguyễn Đình Chiến,em mới vừa mua máy hồi sáng mà chiều nay bị đứng máy không dùng được xong còn tự tắt nguồn mai em sẽ đem máy lên thế_giới di_động để xem_lại negative,2,tgdd,0
Duy Tuấn,mua từ khi ra_mắt được tháng là máy có hiện_tượng loạn cảm_ứng wifi và bắt 4g thì yếu kính khủng đã thế hay bị lỗi sim nữa chứ đành phải bán đi để dùng hãng khác,1,tgdd,0
Duc Toan,sạc phải cấm điện sóng mới cấm sạc được mở nguồn thì cũng phải cấm sạc không biết tại_sao lại vậy,1,tgdd,0
Trần Xuân Trường,sau khi dùng tháng tổng_quan vấn_đề là máy thỉnh_thoảng bị lag lỗi ứng_dụng quay luôn tung như kiểu bị hack toàn phải khởi_động lại máy mỗi khi bị như thế trước giờ vẫn là fan của sa mà ung nhưng từ khi dùng em a50 này thì mình đã mất tín_nhiệm sa mà_ung,3,tgdd,1
Nguyễn Văn Dũng,nếu sa mà ung đừng qúa ham_muốn vào công_nghệ vân tay trong màn_hình mà tập_trung vào hiệu_năng và pin thì đây chắc_chắn là siêu phẩm đáng mua nhất của năm,3,tgdd,1
Trần Trung,pin của mình dùng nửa ngày là hết rồi dù chỉ dùng facebook book nghe nhạc chứ không chơi game như_vậy có đổi được không ad mình mới mua tuần,3,tgdd,1
QuyếT,dùng được hơn hai tháng thấy máy cũng tốt dùng được trong tầm giá pin tốt màn_hình đẹp,4,tgdd,2
Nguyễn Văn Huy,mua máy sử_dụng được tuần thấy có những nhược_điểm sau thứ cảm_nhận thấy không ổn về cảm_biến vân tay thua cả em j7 prime trước mình xài dù tay sạch nhưng cũng phải nhát mới được thứ máy có hiện_tượng mất sóng mạng cả 4g luôn mình dùng sim vina và vietel mất cả thành_hình_tròn gạch chéo luôn thứ khi sạc pin cầm máy lên thấy rất nóng mà em j7 prime trước của mình không có hiện_tượng như vậy ưu_điểm sạc nhanh nhận_diện khuôn_mặt tốt cảm_ứng khá nhạy thoại nghe rất rõ_ràng chụp ảnh nét xem phim chất_lượng hình_ảnh tốt,3,tgdd,0
Lê Nho Ban,máy đẹp dùng ổn_định pin trâu màn_hình sắc nét chụp hình đẹp nhân_viên tư_vấn nhiệt_tình,5,tgdd,2
Đang Ai,mua xong hối_hận không_thể tả sóng cực yếu gọi nghe không được lướt mạng bị đơ mạng xuống bảo_hành nhân_viên bảo do sim trong khi đó gắn vào máy cũ gọi ngon_lành bảo có lỗi gì mạng xuống bảo_hành không_lẽ mỗi lần không nghe được lại mạng xuống nghe gọi là cái cần_thiết nhất mà còn không được thì cạn_lời bạn nào có ý_định mua em này thì nên cân_nhắc,1,tgdd,0
Sang,máy xài rất ok mươc mà không bị lỗi gì rất ok,5,tgdd,2
Phạm Thị Anh Thư,mọi thứ đều ổn chỉ có_điều là để điện_thoại từ đêm đến sáng không sử_dụng mà cũng mất gần 20,4,tgdd,1
Nghĩa,mua máy được ngày mọi thứ ổn nhưng sạc pin nóng lắm tắt chế_độ sạc nhanh nhưng máy vẫn nóng vân tay không nhạy lắm,2,tgdd,1
Nguyễn Hoàng Trí Trung,sau tuần sử_dụng máy rất tốt không có lỗi gì cả positive pin trâu sử_dụng cả ngày,5,tgdd,2
Trần Hồng Tiên,sản_phẩm xài êm lướt web mượt_mà sử_dụng hơn 10 ngày thấy rất ok chụp ảnh đẹp positive,5,tgdd,2
Nhi,mua về được tuần cảm_nhận thấy tuyệt cảm_ứng với các ứng_dụng chạy nhanh có điều camera thấy chưa ưng máy mà kệ sản_phẩm là ok rồi positive,5,tgdd,2
Hoàng Kha,sản_phẩm dùng tốt nhưng sa mà ung phải nổ lucej hơn nữa nhũng sản_phẩm này tôi rất hày lòng về dịch_vụ bảo_hành của hãng,4,tgdd,1
Trần Văn Hưởng,máy này dùng ngoài_trời thì được lên nhà tầng là không có sóng lag chập_mạch máy báo yêu không hoạt_động hoài luôn chán_nản với vái máy máy nay mà khi có việc bận hay khách_hàng gọi thì mất hết mối làm_ăn chập_chờn qúa,1,tgdd,0
Nguyễn Quốc Cường,mình để trong túi xong lấy ra giờ cảm_ứng không sử_dụng được là làm_sao adm giải_thích cho mình với,1,tgdd,0
Huy Nguyen,chụp hình đẹp màn super amoled hiển_thị đẹp và tươi máy cầm khá vừa tay khá ổn,4,tgdd,2
Hoàng Anh Tuấn,dùng ổn_định dễ_chịu camera chụp đẹp pin thì hiện_tại là tốt dùng thế này là tốt rồi,5,tgdd,2
Minh Hải,a50 lỗi xài mạng 4g kém về vùng nông_thôn gạch sóng không chơi game được phải dùng con j4 phát wifi mới chơi game được mua được ngày đổi lại lần đang đau_đầu đây negative,1,tgdd,0
Phạm Vinh,dùng khoảng nữa tháng cảm_thấy máy cũng khá ok sóng wifi hay sim thì cũng tương_đối không đến_nỗi yếu như máy_thánh kia phán camera chụp phải nói là đẹp pin bao trâu chơi các game nặng hiện_nay cũng thấy khá mượt nói_chung dùng tốt,4,tgdd,1
Quyên,mới lấy máy ngày cảm_nhận là máy chạy rất ok các tác vụ dùng ổn_định các vấn_đề lỗi máy qua ngày sử_dụng chưa gặp phải,5,tgdd,2
Trọng Tình,sau tháng sử_dụng a50 mọi thứ tốt nhưng về phần pin thì xuống rất nhanh cho_dù đã tắt wifi và dữ_liệu di_động còn phần không hài_lòng đó là điện_thoại báo sạc chận tôi dùng củ sạc và đây sạc theo máy vẫn báo_vậy,4,tgdd,1
Nguyên,mình cũng mới mua mà cảm_biến vân tay không nhạy lắm phải lâu qua mới mở được cảm_biến hơi chậm mình có nên đem đổi lại không shop,5,tgdd,1
Nghia,mới mua hôm_qua cái nhìn đầu_tiên là thiết đẹp_mắt cằm nắm ôm tay pin ổn cảm_biến vân tay khôn mặt nhanh cảm_ứng rất mượt camera trong tầm giá này thì ok luôn trung thàng với sa mà ung nhân_viên bên thế_giới di_động phục_vụ tận_tình,5,tgdd,2
Linh,thiết_kế máy đẹp trải nghiệm mượt_mà nhưng mà khoá vân tay với nhận_diện khuôn_mặt chưa thật_sự nhạy nhưng với tầm giá này khá ok rồi,5,tgdd,2
Tư,qúa tệ chưa báo giờ dùng mà thấy bực_mình như máy này cầm mà muốn đập thực_sự đem bán sản_phẩm tư_vấn thì rất hay mà dùng thì qúa tệ,1,tgdd,0
Tiến,chụp hình ám vàng không thật máy chậm nhận tin nhắn kém pin nhanh hết hơn dự_kiến vân tay không nhạy nhân diện khuân mặt ok hơn thường_xuyên tự sáng nhận_diện làm hao pin,1,tgdd,0
Minh Tuấn,mình mua cũ xài hơn tuần rồi thấy a50 tốt chứ không qúa tệ như mọi người phàn_nàn lưu_ý là các bạn nên cập_nhật and rồi lên bản mới nhất rồi dùng thử và cảm_nhận riêng cái vụ sóng yếu thì không khắc_phục được từ a30 tới a50 sóng 4g thua xa con ok 8110 khi cùng vị_trí cùng mạng cùng gói cước,4,tgdd,2
Võ Thành Nhân,bảng cập_nhật mới nhất của sa mà ung a50 đã sửa lỗi tự mở khoá điện_thoại khi để trong túi quần vân tay cũng nhạy hơn rất nhiều rồi ủng_hộ sa mà_ung,5,tgdd,2
Teo Pro,sao nhiều người chê này chê nọ thế nhỉ chứ mình xài thấy ok máy đẹp pin tốt vân tay mới_đầu mua thì chậm thật nhưng sa mà ung vừa cập_nhật pm ngay 25 giờ thì cải_thiện rất tốt rồi nói_chung với giá tiền đó thì mình rất hài_lòng,5,tgdd,2
Anhminh,pin khỏe cảm_biến vân tay quá kém rất bực_mình bắt sóng mạng rất kém cứ bị mất kết_nối phải tắt nguồn rồi khởi_động lại,1,tgdd,0
Nam Anh,sản_phẩm xài tương_đối ổn đối_với người dùng xài cơ_bản tuy_nhiên có môt số lỗi sau càm ứng thường_xuyên bị loạn màn_hình mặc_dù đã khoá bảo_mật và bật tránh vô_tình bật màn_hình khi bỏ_túi nhưng vẫn tự chạm vẫn tự mở khoá khi bỏ túi loa tương ổn bàn_phím thì hơi khó bấm còn lại thì ổn,3,tgdd,1
Hiển,qua tháng sử_dụng mình cảm_nhận như sau vân tay bản cập_nhật ngày 25 2019 đã cải_thiện 90 camera cũng đã được cải_thiện đôi lúc máy hơi nóng chút nhưng cũng không sao chiến game trung_bình nói_chung với mức giá tầm trung này là tốt rồi,5,tgdd,2
Phạm Ngọc Út,a50 dùng tốt mọi thứ đều ổn cả chỉ có cái là dù pin 4000mah nhưng rất nhanh hết pin vừa chơi vữa nghỉ từ sáng đến chiều là phải sạc lại rồi dù để không không dùng pin vẫn hao nhanh hơi thất_vọng điểm pin,4,tgdd,1
Mình,mới mua tuần mà máy đã bị đơ giờ mình còn không khởi_động được van tay thì chậm bắt wifi yếu,1,tgdd,0
Dq Tuyến,nhìn_chung thì điện_thoại ổn trong tầm giá pin trâu máy khoẻ đủ chơi game nặng khung hình cao có điều bật chức_năng vô_tình chạm màn_hình nhưng màn_hình vẫn sáng hơi hao pin khoảng này xíu mua được tuần thấy máy ok miếng dán màn_hình lỡ tróc xíu không biết điện_máy xanh có dán lại miễn_phí không,4,tgdd,1
ĐàI,mình dùng cũng được hơn tháng rồi nói_chung là máy cũng ổn trong tầm giá,4,tgdd,2
Uyên,em mới tậu con màu trắng về xài được 3ngày cảm_thấy máy mượt vân tay tạm ổn loa lớn chỉ có đều pin tụt nhanh ngày đầu mình không tùy chỉnh gì để qua đêm thì tuột hết sau tiếng mình không kết_nối wifi 3g sang ngày thứ mình tắt_al qúa di_sản_phẩm lay_tắt bớt máy_tính_năng này kia với mình cập_nhật_bản phần_mềm thì pin tuột khoảng sau 8tiếng mình lên zalo với thao_tác này kia trên máy mà tầm phút là hết mình đang phân_vân không biết tiếp_tục cập_nhật_bản phần_mềm mới thì hiệu_suất pin có cải_thiện không bạn nào biết tư_vấn giúp mình với,3,tgdd,1
Đạt,ai mua sa mà ung hiện_nay nên suy_nghĩ căn nhắc lại đặt biệt là a50 bắt sóng thua cái 1280 mua về tốn tiền ngu đi đổi lại mất 20 positive,1,tgdd,0
Sĩ,máy cho cảm_giác cầm nắm tốt kích_thước không qúa lớn vân tay tuy hơi chậm nhưng cũng qúa tốt trong tầm giá camera sau chụp khá đẹp camera trước hơi tệ,4,tgdd,1
Nguyễn Lực,máy cơ_bản là ok nhưng hay tự sáng màng hình vs cả bụi vào camara trước từ loa thoại,3,tgdd,1
Cao Sơn,máy hay bị loạn cảm_biến vân tay chậm nhiều lúc không được sóng 4g rất yếu máy kém chất_lượng,1,tgdd,0
Trương Hoàng,loạn màn_hình cảm_ứng vân tay qúa kém nóng máy có hiện_tượng hay tự mở_màn_hình bắt sóng và wifi yếu thất_vọng,1,tgdd,0
Bùi Hữu Phong,máy dùng ngon ngoài sóng cực yếu hay bị đơ lâu_lâu loạn cảm_ứng thỉnh_thoảng mất âm_thanh ra thì mọi thứ ok,1,tgdd,0
Kim Liễu,mình mới mua máy được ngày tính_năng thì tạm ổn nhưng máy hao pin qúa xài chưa được ngày thi hít pin rồi thất_vọng qúa,2,tgdd,0
Quân,ram 4gb mà hệ_thống đã hơn 2gb rồi chơi liên_quân không max seting được vân tay khá kém,3,tgdd,0
Chí Công,xem youtube được khoảng 30 phút sẽ tự tua lại vài phút vân tay hơi chậm cập nhập lên phiên_bản mới nhất có cải_thiện hơn chút để túi quần lâu_lâu sẽ tự sáng màn_hình mặc_dù đã bật bảo_vệ tránh chsmj vô_tình trong cài_đặt còn lại thì tốt,3,tgdd,0
Trinh,máy bác cứ nói sao ấy chứ em xài được ngày thì tốn hơn triệu tiền ngu sai_lầm lớn nhất của em là mua con này,1,tgdd,0
NguyễN Văn Tân,máy chậm cảm_biến vân tay rất kém giữ tới giây mới được dùng bàn_phím nhắn_tin thì cứ loạn lên,3,tgdd,0
Trannhuthanh,tất_cả chức_năng thì tôi không đánh_giá gì hết nhưng điện_thoại cái quan_trọng là sóng khoẻ sóng tốt mà phải nghe gọi tốt và vào mạng phải khoẻ không được máy thứ này coi máy như cục gạch máy sóng yếu vào cực yếu luôn,2,tgdd,0
Hoàng Thị Thu Thảo,mới mua mà sao em xem youtobe cứ bị out ra còn cảm_biến vân tay không được nhạy trong khi em mới mua hồi chiều luôn,3,tgdd,0
Ân,máy bạn xài thế_nào chứ tôi mua xài cũng gần tháng thấy pin mọi thứ đồ vẫn ổn mà,5,tgdd,2
Tạ Hữu Tài,hiệu_năng tốt camera đêm chụp bù sáng tốt xoá phông không chuẩn lắm máy để trong túi quần hay tự sáng màn_hình vân tay chậm pin trâu nhưng vì màn_hình sáng nên trâu máy cũng thua,3,tgdd,1
Thương,sản_phẩm dùng ok màu_sắc đa_dạng camera chụp nét ok so với phân khúc tầm giá nhân_viên nhiệt_tình sẽ ủng_hộ thế_giới di_động dài lâu,5,tgdd,2
